2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,,,,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m),,,,,
201.124,1.53,2,0.031,201.205,3.02,4.001,0.056,201.164,3.79,6.001,0.081,201.499,4.4,8.002,0.088,201.819,5.52,10.001,0.099,201.373,5.46,12,0.1,,,,,
201.474,1.53,2,0.031,201.553,3.02,4.001,0.055,201.513,3.79,6.001,0.081,201.849,4.4,8.002,0.088,202.195,5.52,10.001,0.099,201.748,5.45,12,0.1,,,,,
201.848,1.53,2,0.031,201.904,3.02,4.001,0.055,201.888,3.79,6.001,0.081,202.225,4.4,8.002,0.088,202.545,5.52,10.001,0.099,202.096,5.45,12,0.1,,,,,
202.199,1.53,2,0.031,202.252,3.02,4.001,0.055,202.237,3.79,6.001,0.081,202.574,4.4,8.002,0.088,202.895,5.52,10.001,0.099,202.445,5.45,12,0.099,,,,,
202.548,1.53,2,0.031,202.602,3.02,4.001,0.056,202.587,3.79,6.001,0.081,202.922,4.39,8.002,0.088,203.242,5.51,10.001,0.099,202.794,5.45,12,0.099,,,,,
202.897,1.53,2,0.031,202.95,3.02,4.001,0.055,202.936,3.79,6.001,0.081,203.272,4.4,8.002,0.088,203.592,5.51,10.001,0.099,203.145,5.45,12,0.099,,,,,
203.246,1.53,2,0.031,203.3,3.02,4.001,0.055,203.285,3.79,6.001,0.081,203.622,4.39,8.002,0.088,203.966,5.51,10.001,0.099,203.493,5.44,12,0.1,,,,,
203.604,1.53,2,0.031,203.676,3.02,4.001,0.055,203.662,3.79,6.001,0.081,203.998,4.39,8.002,0.088,204.317,5.51,10.001,0.099,203.868,5.44,12,0.099,,,,,
203.961,1.53,2,0.031,204.024,3.02,4.001,0.055,204.01,3.78,6.001,0.081,204.346,4.39,8.002,0.088,204.666,5.51,10.001,0.099,204.218,5.44,12,0.099,,,,,
204.319,1.53,2,0.031,204.374,3.02,4.001,0.055,204.359,3.79,6.001,0.081,204.697,4.39,8.002,0.088,205.016,5.51,10.001,0.099,204.567,5.44,12,0.099,,,,,
204.67,1.53,2,0.031,204.722,3.02,4.001,0.055,204.707,3.78,6.001,0.081,205.045,4.39,8.002,0.088,205.364,5.51,10.001,0.099,204.916,5.44,12,0.099,,,,,
205.019,1.53,2,0.031,205.099,3.02,4.001,0.055,205.057,3.79,6.001,0.081,205.394,4.39,8.002,0.088,205.74,5.51,10.001,0.099,205.265,5.44,12,0.099,,,,,
205.368,1.53,2,0.031,205.448,3.02,4.001,0.055,205.407,3.78,6.001,0.081,205.743,4.39,8.002,0.088,206.089,5.51,10.001,0.099,205.641,5.44,12,0.099,,,,,
205.744,1.53,2,0.031,205.797,3.02,4.001,0.055,205.784,3.78,6.001,0.081,206.137,4.38,8.002,0.088,206.438,5.5,10.001,0.099,205.99,5.44,12,0.099,,,,,
206.093,1.53,2,0.031,206.146,3.02,4.001,0.055,206.132,3.78,6.001,0.081,206.496,4.38,8.002,0.088,206.789,5.5,10.001,0.099,206.34,5.43,12,0.099,,,,,
206.443,1.53,2,0.031,206.496,3.02,4.001,0.055,206.482,3.78,6.001,0.081,206.87,4.38,8.002,0.088,207.137,5.49,10.001,0.099,206.689,5.43,12,0.099,,,,,
206.791,1.53,2,0.031,206.844,3.02,4.001,0.055,206.83,3.78,6.001,0.081,207.22,4.38,8.001,0.088,207.486,5.49,10.001,0.099,207.038,5.43,12,0.099,,,,,
207.142,1.53,2,0.031,207.22,3.02,4.001,0.056,207.179,3.78,6.001,0.081,207.569,4.39,8.002,0.088,207.862,5.5,10.001,0.099,207.398,5.43,12,0.099,,,,,
207.517,1.53,2,0.031,207.569,3.02,4.001,0.055,207.529,3.78,6.001,0.081,207.917,4.39,8.002,0.088,208.209,5.49,10.001,0.099,207.78,5.43,12,0.099,,,,,
207.866,1.53,2,0.031,207.919,3.02,4.001,0.055,207.904,3.78,6.001,0.081,208.268,4.38,8.002,0.088,208.561,5.49,10.001,0.099,208.14,5.43,12,0.099,,,,,
208.215,1.53,2,0.031,208.268,3.02,4.001,0.055,208.254,3.78,6.001,0.081,208.643,4.38,8.002,0.088,208.909,5.48,10.001,0.098,208.488,5.43,12,0.099,,,,,
208.565,1.53,2,0.031,208.643,3.01,4.001,0.055,208.602,3.78,6.001,0.081,208.992,4.38,8.002,0.088,209.258,5.49,10.001,0.098,208.865,5.43,12,0.099,,,,,
208.913,1.53,2,0.031,208.993,3.02,4.001,0.055,208.952,3.78,6.001,0.081,209.342,4.38,8.002,0.088,209.634,5.48,10.001,0.099,209.214,5.43,12,0.099,,,,,
209.289,1.53,2,0.031,209.341,3.02,4.001,0.055,209.302,3.78,6.001,0.081,209.691,4.38,8.002,0.088,209.983,5.47,10.001,0.098,209.563,5.42,12,0.097,,,,,
209.637,1.53,2,0.031,209.691,3.01,4.001,0.055,209.677,3.78,6.001,0.081,210.04,4.38,8.002,0.088,210.333,5.48,10.001,0.098,209.912,5.38,12,0.097,,,,,
209.987,1.53,2,0.031,210.04,3.02,4.001,0.055,210.027,3.77,6.001,0.081,210.388,4.38,8.002,0.087,210.682,5.47,10.001,0.098,210.263,5.39,12,0.097,,,,,
210.336,1.53,2,0.031,210.389,3.02,4.001,0.055,210.376,3.77,6.001,0.081,210.766,4.38,8.002,0.088,211.032,5.47,10.001,0.098,210.623,5.39,12,0.097,,,,,
210.686,1.53,2,0.031,210.766,3.02,4.001,0.055,210.725,3.77,6.001,0.081,211.114,4.37,8.002,0.088,211.407,5.47,10.001,0.098,210.976,5.39,12,0.097,,,,,
211.062,1.53,2,0.031,211.113,3.01,4.001,0.055,211.085,3.77,6.001,0.081,211.465,4.38,8.002,0.088,211.756,5.47,10.001,0.098,211.336,5.39,12,0.097,,,,,
211.411,1.53,2,0.031,211.463,3.02,4.001,0.055,211.467,3.77,6.001,0.081,211.813,4.38,8.002,0.088,212.105,5.46,10.001,0.098,211.685,5.4,12,0.097,,,,,
211.76,1.53,2,0.031,211.811,3.01,4.001,0.055,211.826,3.77,6.001,0.081,212.164,4.37,8.002,0.088,212.453,5.47,10.001,0.098,212.035,5.4,12,0.098,,,,,
212.109,1.53,2,0.031,212.162,3.01,4.001,0.055,212.174,3.77,6.001,0.081,212.512,4.37,8.002,0.087,212.803,5.46,10.001,0.098,212.382,5.4,12,0.097,,,,,
212.458,1.53,2,0.031,212.511,3.01,4.001,0.055,212.552,3.77,6.001,0.081,212.889,4.33,8.001,0.087,213.179,5.46,10.001,0.098,212.759,5.4,12,0.097,,,,,
212.835,1.53,2,0.031,212.888,3.01,4.001,0.055,212.9,3.77,6.001,0.081,213.238,4.34,8.002,0.087,213.528,5.46,10.001,0.098,213.108,5.4,12,0.097,,,,,
213.183,1.53,2,0.031,213.237,3.02,4.001,0.055,213.25,3.77,6.001,0.081,213.587,4.33,8.002,0.087,213.877,5.46,10.001,0.098,213.457,5.4,12,0.097,,,,,
213.534,1.53,2,0.031,213.586,3.01,4.001,0.055,213.599,3.77,6.001,0.081,213.936,4.34,8.002,0.087,214.226,5.46,10.001,0.098,213.806,5.4,12,0.097,,,,,
213.882,1.53,2,0.031,213.934,3.01,4.001,0.055,213.948,3.77,6.001,0.081,214.285,4.34,8.002,0.087,214.575,5.46,10.001,0.098,214.182,5.4,12,0.097,,,,,
214.232,1.53,2,0.031,214.283,3.01,4.001,0.055,214.323,3.77,6.001,0.081,214.661,4.34,8.002,0.087,214.935,5.45,10.001,0.098,214.532,5.39,12,0.097,,,,,
214.579,1.53,2,0.031,214.66,3.01,4.001,0.055,214.673,3.77,6.001,0.081,215.009,4.34,8.002,0.087,215.319,5.45,10.001,0.098,214.882,5.4,12,0.097,,,,,
214.93,1.53,2,0.031,215.009,3.01,4.001,0.055,215.023,3.77,6.001,0.081,215.359,4.34,8.002,0.087,215.677,5.45,10.001,0.098,215.23,5.4,12,0.097,,,,,
215.304,1.53,2,0.031,215.358,3.01,4.001,0.055,215.37,3.77,6.001,0.08,215.708,4.34,8.002,0.087,216.053,5.45,10.001,0.098,215.579,5.39,12,0.097,,,,,
215.655,1.53,2,0.031,215.705,3.02,4.001,0.055,215.721,3.76,6.001,0.081,216.057,4.34,8.002,0.087,216.402,5.45,10.001,0.098,215.928,5.39,12,0.097,,,,,
216.004,1.53,2,0.031,216.057,3.01,4.001,0.055,216.069,3.76,6.001,0.081,216.433,4.34,8.002,0.087,216.752,5.44,10.001,0.098,216.306,5.39,12,0.097,,,,,
216.354,1.53,2,0.031,216.433,3.01,4.001,0.055,216.445,3.76,6.001,0.081,216.782,4.34,8.002,0.087,217.101,5.45,10.001,0.098,216.653,5.39,12,0.097,,,,,
216.702,1.53,2,0.031,216.782,3.01,4.001,0.055,216.794,3.76,6.001,0.081,217.131,4.34,8.002,0.087,217.45,5.45,10.001,0.097,217.004,5.39,12,0.097,,,,,
217.076,1.53,2,0.031,217.131,3.01,4.001,0.055,217.143,3.76,6.001,0.081,217.479,4.34,8.002,0.087,217.826,5.44,10.001,0.098,217.352,5.39,12,0.097,,,,,
217.427,1.53,2,0.031,217.48,3.01,4.001,0.055,217.492,3.76,6.001,0.081,217.829,4.34,8.002,0.087,218.174,5.44,10.001,0.097,217.702,5.39,12,0.097,,,,,
217.776,1.53,2,0.031,217.829,3.01,4.001,0.055,217.842,3.76,6.001,0.081,218.205,4.35,8.002,0.087,218.524,5.44,10.001,0.098,218.052,5.39,12,0.097,,,,,
218.126,1.53,2,0.031,218.205,3.01,4.001,0.055,218.217,3.75,6.001,0.081,218.554,4.35,8.002,0.087,218.872,5.44,10.001,0.098,218.428,5.39,12,0.097,,,,,
218.474,1.52,2,0.031,218.559,3.01,4.001,0.055,218.567,3.75,6.001,0.081,218.904,4.34,8.002,0.087,219.223,5.44,10.001,0.098,218.776,5.39,12,0.097,,,,,
218.849,1.52,2,0.031,218.957,3.01,4,0.055,218.916,3.75,6.001,0.08,219.253,4.35,8.002,0.086,219.571,5.44,10.001,0.097,219.126,5.38,12,0.097,,,,,
219.199,1.52,2,0.031,219.307,3.01,4.001,0.055,219.266,3.75,6.001,0.08,219.602,4.35,8.002,0.087,219.947,5.44,10.001,0.097,219.477,5.38,12,0.097,,,,,
219.548,1.53,2,0.031,219.656,3.01,4.001,0.055,219.614,3.75,6.001,0.081,219.95,4.34,8.002,0.087,220.295,5.44,10.001,0.097,219.824,5.39,12,0.097,,,,,
219.897,1.53,2,0.031,220.004,3.01,4.001,0.055,219.991,3.75,6.001,0.081,220.327,4.34,8.002,0.087,220.645,5.43,10.001,0.097,220.2,5.38,12,0.097,,,,,
220.246,1.53,2,0.031,220.354,3.01,4.001,0.055,220.339,3.75,6.001,0.08,220.677,4.34,8.002,0.087,220.994,5.43,10.001,0.097,220.55,5.38,12,0.097,,,,,
220.622,1.53,2,0.031,220.705,3.01,4.001,0.055,220.689,3.75,6.001,0.081,221.026,4.35,8.002,0.086,221.37,5.43,10.001,0.097,220.899,5.38,12,0.096,,,,,
220.971,1.53,2,0.031,221.052,3.01,4.001,0.055,221.038,3.75,6.001,0.081,221.375,4.35,8.002,0.087,221.72,5.43,10.001,0.098,221.249,5.38,12,0.097,,,,,
221.32,1.53,2,0.031,221.427,3.01,4.001,0.055,221.386,3.75,6.001,0.08,221.725,4.35,8.002,0.087,222.069,5.43,10.001,0.097,221.598,5.38,12,0.096,,,,,
221.669,1.53,2,0.031,221.776,3.01,4.001,0.055,221.735,3.75,6.001,0.08,222.1,4.34,8.002,0.087,222.417,5.43,10.001,0.097,221.946,5.38,12,0.096,,,,,
222.019,1.52,2,0.031,222.126,3.01,4.001,0.055,222.112,3.74,6.001,0.081,222.449,4.35,8.002,0.087,222.766,5.43,10.001,0.097,222.322,5.38,12,0.096,,,,,
222.395,1.53,2,0.031,222.475,3.01,4.001,0.055,222.462,3.75,6.001,0.08,222.798,4.35,8.002,0.086,223.116,5.43,10.001,0.097,222.671,5.38,12,0.096,,,,,
222.744,1.52,2,0.031,222.851,3.01,4.001,0.055,222.811,3.75,6.001,0.08,223.149,4.35,8.002,0.087,223.493,5.43,10.001,0.097,223.02,5.37,12,0.096,,,,,
223.094,1.53,2,0.031,223.2,3.01,4.001,0.055,223.159,3.75,6.001,0.08,223.497,4.35,8.002,0.087,223.841,5.42,10.001,0.097,223.37,5.37,12,0.097,,,,,
223.443,1.52,2,0.031,223.549,3.01,4.001,0.055,223.509,3.74,6.001,0.08,223.871,4.35,8.002,0.087,224.191,5.42,10.001,0.097,223.745,5.38,12,0.097,,,,,
223.793,1.53,2,0.031,223.899,3.01,4.001,0.055,223.884,3.74,6.001,0.08,224.222,4.32,8.002,0.086,224.538,5.42,10.001,0.097,224.095,5.37,12,0.096,,,,,
224.141,1.53,2,0.031,224.248,3.01,4.001,0.055,224.232,3.74,6.001,0.081,224.57,4.32,8.002,0.086,224.889,5.42,10.001,0.097,224.444,5.37,12,0.097,,,,,
224.517,1.53,2,0.031,224.598,3.01,4.001,0.055,224.584,3.74,6.001,0.08,224.92,4.32,8.002,0.086,225.265,5.42,10.001,0.097,224.793,5.37,12,0.096,,,,,
224.868,1.53,2,0.031,224.973,3.01,4.001,0.055,224.932,3.74,6.001,0.08,225.269,4.32,8.002,0.086,225.614,5.42,10.001,0.097,225.143,5.37,12,0.096,,,,,
225.217,1.52,2,0.031,225.323,3.01,4.001,0.055,225.306,3.74,6.001,0.08,225.644,4.32,8.002,0.087,225.963,5.42,10.001,0.097,225.491,5.37,12,0.096,,,,,
225.565,1.52,2,0.031,225.673,3.01,4.001,0.055,225.656,3.74,6.001,0.08,225.994,4.32,8.001,0.086,226.312,5.42,10.001,0.096,225.868,5.36,12,0.096,,,,,
225.915,1.52,2,0.031,226.02,3.01,4.001,0.055,226.004,3.74,6.001,0.08,226.343,4.32,8.002,0.087,226.661,5.42,10.001,0.097,226.217,5.36,12,0.096,,,,,
226.264,1.53,2,0.031,226.37,3.01,4,0.055,226.353,3.74,6.001,0.08,226.692,4.33,8.002,0.086,227.035,5.42,10.001,0.097,226.567,5.36,12,0.096,,,,,
226.639,1.52,2,0.031,226.746,3.01,4.001,0.055,226.703,3.74,6.001,0.08,227.042,4.32,8.002,0.086,227.387,5.42,10.001,0.097,226.915,5.36,12,0.096,,,,,
226.989,1.53,2,0.031,227.095,3.01,4.001,0.055,227.053,3.74,6.001,0.08,227.417,4.32,8.002,0.086,227.735,5.42,10.001,0.097,227.266,5.36,12,0.096,,,,,
227.337,1.53,2,0.031,227.444,3.01,4.001,0.055,227.429,3.74,6.001,0.08,227.767,4.32,8.002,0.086,228.085,5.42,10.001,0.097,227.613,5.36,12,0.096,,,,,
227.687,1.52,2,0.031,227.794,3.01,4.001,0.055,227.778,3.74,6.001,0.08,228.115,4.32,8.002,0.086,228.433,5.42,10.001,0.096,227.991,5.36,12,0.096,,,,,
228.035,1.53,2,0.031,228.144,3.01,4.001,0.055,228.128,3.74,6.001,0.08,228.464,4.32,8.002,0.086,228.808,5.41,10.001,0.097,228.34,5.36,12,0.096,,,,,
228.411,1.53,2,0.031,228.492,3.01,4.001,0.055,228.477,3.74,6.001,0.08,228.813,4.32,8.002,0.086,229.158,5.41,10.001,0.097,228.689,5.36,12,0.096,,,,,
228.76,1.53,2,0.031,228.868,3.01,4.001,0.055,228.825,3.74,6.001,0.08,229.192,4.32,8.002,0.086,229.506,5.41,10.001,0.097,229.037,5.36,12,0.096,,,,,
229.11,1.52,2,0.031,229.216,3.01,4.001,0.055,229.175,3.73,6.001,0.08,229.539,4.32,8.002,0.086,229.856,5.41,10.001,0.097,229.388,5.36,12,0.096,,,,,
229.46,1.53,2,0.031,229.567,3.01,4.001,0.055,229.552,3.73,6.001,0.08,229.89,4.32,8.002,0.086,230.205,5.41,10.001,0.097,229.748,5.36,12,0.096,,,,,
229.835,1.53,2,0.031,229.914,3.01,4.001,0.055,229.9,3.73,6.001,0.08,230.237,4.32,8.002,0.086,230.581,5.41,10.001,0.097,230.101,5.35,12,0.096,,,,,
230.184,1.52,2,0.031,230.29,3.01,4.001,0.055,230.251,3.73,6.001,0.08,230.588,4.32,8.002,0.086,230.93,5.41,10.001,0.096,230.462,5.35,12,0.096,,,,,
230.532,1.52,2,0.031,230.639,3.01,4.001,0.055,230.599,3.73,6.001,0.08,230.936,4.32,8.002,0.086,231.28,5.41,10.001,0.097,230.81,5.35,12,0.096,,,,,
230.882,1.53,2,0.031,230.988,3.01,4.001,0.055,230.949,3.73,6.001,0.08,231.313,4.32,8.002,0.086,231.629,5.4,10.001,0.097,231.161,5.35,12,0.095,,,,,
231.231,1.53,2,0.031,231.337,3.01,4,0.055,231.298,3.73,6.001,0.08,231.662,4.32,8.002,0.086,231.978,5.4,10.001,0.096,231.508,5.35,12,0.096,,,,,
231.58,1.53,2,0.031,231.686,3.01,4.001,0.055,231.674,3.72,6.001,0.08,232.011,4.32,8.002,0.086,232.338,5.4,10.001,0.097,231.884,5.35,12,0.096,,,,,
231.957,1.53,2,0.031,232.062,3.01,4.001,0.055,232.023,3.73,6.001,0.08,232.361,4.32,8.002,0.086,232.723,5.4,10.001,0.097,232.234,5.35,12,0.096,,,,,
232.305,1.53,2,0.03,232.411,3.01,4.001,0.055,232.372,3.73,6.001,0.08,232.71,4.32,8.002,0.086,233.081,5.4,10.001,0.097,232.582,5.35,12,0.096,,,,,
232.656,1.52,2,0.031,232.761,3.01,4.001,0.055,232.721,3.73,6.001,0.08,233.086,4.32,8.002,0.086,233.441,5.4,10.001,0.097,232.932,5.34,12,0.096,,,,,
233.003,1.52,2,0.031,233.111,3.01,4,0.055,233.069,3.73,6.001,0.08,233.434,4.32,8.002,0.086,233.805,5.4,10.001,0.096,233.307,5.34,12,0.095,,,,,
233.353,1.52,2,0.031,233.459,3.01,4.001,0.055,233.447,3.72,6.001,0.08,233.783,4.32,8.002,0.086,234.156,5.4,10.001,0.097,233.657,5.34,12,0.095,,,,,
233.712,1.52,2,0.031,233.835,3.01,4,0.055,233.794,3.72,6.001,0.08,234.131,4.32,8.002,0.086,234.503,5.39,10.001,0.096,234.006,5.34,12,0.096,,,,,
234.068,1.52,2,0.031,234.185,3.01,4.001,0.055,234.146,3.72,6.001,0.08,234.481,4.32,8.002,0.086,234.853,5.4,10.001,0.096,234.356,5.34,12,0.095,,,,,
234.427,1.53,2,0.031,234.536,3.01,4.001,0.055,234.494,3.73,6.001,0.08,234.856,4.32,8.002,0.086,235.228,5.39,10.001,0.096,234.704,5.33,12,0.096,,,,,
234.776,1.52,2,0.031,234.884,3.01,4.001,0.055,234.843,3.72,6.001,0.08,235.206,4.32,8.002,0.086,235.578,5.39,10.001,0.096,235.053,5.34,12,0.095,,,,,
235.127,1.52,2,0.031,235.233,3.01,4.001,0.055,235.218,3.72,6.001,0.08,235.556,4.32,8.002,0.086,235.926,5.39,10.001,0.096,235.431,5.34,12,0.096,,,,,
235.475,1.52,2,0.031,235.581,3.01,4.001,0.055,235.568,3.72,6.001,0.08,235.904,4.32,8.002,0.086,236.275,5.39,10.001,0.096,235.78,5.33,12,0.095,,,,,
235.851,1.53,2,0.031,235.958,3,4.001,0.055,235.916,3.72,6.001,0.08,236.254,4.31,8.002,0.086,236.625,5.39,10.001,0.096,236.131,5.33,12,0.095,,,,,
236.199,1.53,2,0.031,236.307,3.01,4,0.055,236.266,3.72,6.001,0.08,236.629,4.32,8.002,0.086,237,5.39,10.001,0.096,236.479,5.33,12,0.095,,,,,
236.549,1.52,2,0.031,236.656,3.01,4.001,0.055,236.641,3.72,6.001,0.08,236.978,4.31,8.002,0.086,237.35,5.39,10.001,0.096,236.829,5.33,12,0.095,,,,,
236.897,1.52,2,0.031,237.005,3.01,4.001,0.055,236.991,3.72,6.001,0.08,237.327,4.31,8.002,0.086,237.7,5.38,10.001,0.096,237.177,5.33,12,0.095,,,,,
237.274,1.52,2,0.03,237.354,3,4.001,0.055,237.339,3.71,6.001,0.08,237.676,4.31,8.002,0.086,238.048,5.39,10.001,0.096,237.554,5.32,12,0.095,,,,,
237.623,1.52,2,0.031,237.731,3,4.001,0.055,237.688,3.71,6.001,0.08,238.026,4.31,8.002,0.086,238.397,5.38,10.001,0.096,237.903,5.33,12,0.095,,,,,
